LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,PAY_AVG,PAY_MAX,LATE_COUNT,TOTAL_BILL,TOTAL_PAY,PAY_BILL_RATIO,UTIL_RATE,default_actual,default_predicted,prob_default,prediction_status
90000.0,2,1,1,31,1,2,-1,0,0,-1,8318.0,6111.0,33212.0,8978.0,1782.0,23173.0,39.0,33500.0,0.0,0.0,25000.0,0.0,0.16666666666666666,2,2,81574.0,58539.0,0.7176183587907912,0.09242222222222223,0,0,0.4844821,True Negative
220000.0,1,1,1,54,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2,0,0.0,0.0,0.0,0.0,0,1,0.6574575,False Positive
180000.0,1,1,1,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2,0,0.0,0.0,0.0,0.0,1,1,0.57541287,True Positive
290000.0,1,1,1,51,0,0,0,0,0,0,225478.0,225603.0,216488.0,152892.0,150051.0,146287.0,10026.0,10006.0,7000.0,5000.0,5200.0,5500.0,0.0,0,0,1116799.0,42732.0,0.03826292824402601,0.7775103448275862,0,0,0.2389302,True Negative
210000.0,2,1,2,31,0,0,0,0,0,0,10968.0,12480.0,16919.0,11775.0,13275.0,24901.0,2000.0,6016.0,1000.0,1500.0,13000.0,500.0,0.0,0,0,90318.0,24016.0,0.2659049137491973,0.05222857142857143,0,0,0.18812792,True Negative
90000.0,2,3,1,40,1,2,2,2,2,2,40467.0,41495.0,42520.0,42997.0,41698.0,43976.0,2000.0,2000.0,1800.0,0.0,3434.0,1708.0,1.8333333333333333,2,6,253153.0,10942.0,0.043222873124158116,0.44963333333333333,0,1,0.78070134,False Positive
500000.0,1,1,2,30,-2,-2,-2,-2,-2,-1,24349.0,9543.0,53947.0,84388.0,26154.0,175790.0,9605.0,54218.0,84839.0,26283.0,175857.0,4914.0,-1.8333333333333333,-1,0,374171.0,355716.0,0.9506776313503719,0.048698,0,0,0.097177416,True Negative
350000.0,1,1,1,60,1,-1,-1,-1,-2,-1,0.0,1150.0,4576.0,0.0,0.0,1206.0,1150.0,4576.0,0.0,0.0,1206.0,0.0,-0.8333333333333334,1,1,6932.0,6932.0,1.0,0.0,1,1,0.60370666,True Positive
180000.0,1,1,2,32,0,0,0,0,0,0,154374.0,153018.0,146396.0,136531.0,138502.0,136665.0,7500.0,7000.0,5000.0,5000.0,6000.0,5137.0,0.0,0,0,865486.0,35637.0,0.041175709370226674,0.8576333333333334,0,0,0.22168058,True Negative
50000.0,1,3,2,23,0,0,-2,-2,-2,-2,4332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0,0,4332.0,0.0,0.0,0.08664,0,0,0.49424246,True Negative
320000.0,2,2,1,39,0,0,0,0,0,0,38332.0,63396.0,66871.0,69339.0,31525.0,30861.0,30000.0,4700.0,3000.0,5000.0,5000.0,7000.0,0.0,0,0,300324.0,54700.0,0.18213662577749365,0.1197875,0,0,0.117151685,True Negative
410000.0,1,2,1,63,0,0,0,0,0,0,429392.0,425895.0,411492.0,371539.0,308888.0,240970.0,15120.0,16284.0,16524.0,10320.0,8525.0,6739.0,0.0,0,0,2188176.0,73512.0,0.0335951038673306,1.0472975609756097,1,0,0.47555804,False Negative
80000.0,2,1,2,24,0,0,0,-2,-2,-2,30985.0,44300.0,0.0,0.0,0.0,0.0,14300.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,75285.0,14300.0,0.18994487613734476,0.3873125,0,0,0.24709181,True Negative
90000.0,1,2,1,58,0,0,0,0,0,0,93737.0,85818.0,88988.0,50780.0,50929.0,48735.0,3600.0,5100.0,2200.0,2200.0,1944.0,2200.0,0.0,0,0,418987.0,17244.0,0.04115640819404898,1.0415222222222222,0,0,0.3644864,True Negative
100000.0,2,3,1,55,-2,-2,-2,-2,-2,-2,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,-2.0,-2,0,2340.0,2340.0,1.0,0.0039,1,0,0.46479824,False Negative
70000.0,1,2,1,34,0,0,0,0,0,-1,59841.0,60021.0,58476.0,20717.0,11473.0,22021.0,2610.0,1366.0,414.0,229.0,22021.0,668.0,-0.16666666666666666,0,0,232549.0,27308.0,0.11742901496028794,0.8548714285714286,0,0,0.40016773,True Negative
30000.0,2,3,1,29,-1,-1,-1,0,0,0,3489.0,14926.0,9937.0,8027.0,14709.0,7483.0,14969.0,9942.0,10.0,10022.0,384.0,0.0,-0.5,0,0,58571.0,35327.0,0.6031483157193833,0.1163,0,0,0.41475675,True Negative
220000.0,1,1,2,31,-2,-2,-2,-2,-2,-2,4935.0,3796.0,5227.0,2291.0,4739.0,1640.0,3796.0,5227.0,2293.0,4739.0,1640.0,3012.0,-2.0,-2,0,22628.0,20707.0,0.9151051794237228,0.02243181818181818,0,0,0.1994849,True Negative
80000.0,1,3,1,57,2,2,2,2,2,2,7431.0,9895.0,9937.0,9629.0,10571.0,10749.0,2600.0,350.0,0.0,1100.0,500.0,1300.0,2.0,2,6,58212.0,5850.0,0.10049474335188621,0.0928875,1,1,0.92386174,True Positive
80000.0,1,1,2,30,0,0,2,2,2,2,76539.0,21644.0,17427.0,67659.0,63815.0,48670.0,3510.0,41.0,65007.0,53.0,3228.0,0.0,1.3333333333333333,2,4,295754.0,71839.0,0.24290119491198767,0.9567375,0,1,0.65145594,False Positive
160000.0,1,2,2,57,-2,-2,-2,-2,-2,-1,-1.0,-1.0,-1.0,-1.0,-1.0,600.0,0.0,0.0,0.0,0.0,601.0,0.0,-1.8333333333333333,-1,0,595.0,601.0,1.0100840336134453,0.0,1,0,0.42763615,False Negative
60000.0,2,3,1,29,0,0,0,0,0,0,59190.0,56704.0,48980.0,34416.0,28818.0,28546.0,2200.0,2300.0,3000.0,1100.0,1000.0,1000.0,0.0,0,0,256654.0,10600.0,0.04130073951701513,0.9865,0,0,0.38830337,True Negative
50000.0,1,1,2,32,2,2,2,2,2,2,30559.0,31753.0,32847.0,33308.0,33755.0,34565.0,2000.0,1900.0,1300.0,1300.0,1500.0,1500.0,2.0,2,6,196787.0,9500.0,0.048275546657045434,0.61118,1,1,0.9249422,True Positive
50000.0,1,2,2,26,0,0,0,0,0,0,47052.0,47874.0,40933.0,16603.0,16932.0,17287.0,1728.0,2856.0,1276.0,605.0,627.0,633.0,0.0,0,0,186681.0,7725.0,0.04138075112089607,0.94104,0,0,0.39289227,True Negative
120000.0,2,2,1,28,0,0,0,0,0,0,103676.0,96833.0,78920.0,74310.0,75710.0,77503.0,3283.0,3000.0,5000.0,3000.0,3000.0,4000.0,0.0,0,0,506952.0,21283.0,0.041982278401110955,0.8639666666666667,0,0,0.27415302,True Negative
240000.0,1,2,1,30,0,0,0,0,0,0,227675.0,181461.0,186160.0,191355.0,192406.0,190086.0,10003.0,10009.0,10014.0,8500.0,10000.0,8000.0,0.0,0,0,1169143.0,56526.0,0.04834823456155492,0.9486458333333333,0,0,0.2761487,True Negative
320000.0,1,1,2,32,-1,-1,-1,0,0,-1,488.0,2290.0,14080.0,9931.0,7590.0,9685.0,2301.0,14109.0,11.0,38.0,9733.0,20444.0,-0.6666666666666666,0,0,44064.0,46636.0,1.0583696441539578,0.001525,0,0,0.335967,True Negative
240000.0,2,3,1,38,0,0,2,0,0,0,107148.0,113396.0,110084.0,112272.0,114779.0,116920.0,9500.0,0.0,4019.0,4317.0,4204.0,4314.0,0.3333333333333333,2,1,674599.0,26354.0,0.0390661711624239,0.44645,1,0,0.36060795,False Negative
240000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,3293.0,9051.0,2804.0,3958.0,12157.0,3874.0,9079.0,2804.0,3958.0,12157.0,3874.0,937.0,-2.0,-2,0,35137.0,32809.0,0.9337450550701539,0.013720833333333333,0,0,0.24593751,True Negative
30000.0,1,2,1,38,1,2,0,0,0,2,24305.0,23621.0,24346.0,25359.0,26987.0,26416.0,0.0,1410.0,1423.0,2051.0,0.0,2000.0,0.8333333333333334,2,3,151034.0,6884.0,0.04557914112054239,0.8101666666666667,1,1,0.7525366,True Positive
260000.0,1,2,2,28,0,0,0,0,0,0,251829.0,234867.0,237497.0,215343.0,205576.0,207688.0,10000.0,10500.0,9150.0,7500.0,8000.0,7500.0,0.0,0,0,1352800.0,52650.0,0.038919278533412184,0.9685730769230769,0,0,0.3221878,True Negative
120000.0,1,2,2,26,2,2,2,2,0,0,109110.0,105891.0,113662.0,110349.0,112036.0,114584.0,0.0,11000.0,0.0,5000.0,4332.0,9404.0,1.3333333333333333,2,4,665632.0,29736.0,0.04467333301283592,0.90925,0,1,0.8860874,False Positive
80000.0,2,2,1,47,0,0,-1,-1,-2,-2,4762.0,3235.0,1970.0,0.0,0.0,0.0,1000.0,1970.0,0.0,0.0,0.0,0.0,-1.0,0,0,9967.0,2970.0,0.29798334503862745,0.059525,0,0,0.4665558,True Negative
70000.0,2,2,2,55,0,0,0,0,0,0,67572.0,58969.0,57625.0,45675.0,46236.0,46758.0,2124.0,2311.0,1622.0,1674.0,1677.0,1697.0,0.0,0,0,322835.0,11105.0,0.03439837687983025,0.9653142857142857,0,0,0.34562632,True Negative
110000.0,1,2,2,51,0,0,0,0,0,0,69564.0,51264.0,51584.0,49601.0,50485.0,50565.0,2500.0,1800.0,1800.0,2000.0,2000.0,2000.0,0.0,0,0,323063.0,12100.0,0.03745399504121487,0.6324,0,0,0.26689297,True Negative
120000.0,1,2,2,27,0,0,0,0,0,0,29344.0,33474.0,29029.0,26523.0,20554.0,19348.0,5053.0,1789.0,2037.0,659.0,802.0,640.0,0.0,0,0,158272.0,10980.0,0.0693742418115649,0.24453333333333332,0,0,0.17613316,True Negative
300000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,2991.0,1278.0,4043.0,683.0,172.0,402.0,1278.0,4045.0,685.0,172.0,402.0,4080.0,-1.0,-1,0,9569.0,10662.0,1.1142230118089664,0.00997,0,0,0.31057882,True Negative
120000.0,2,2,2,37,2,2,2,0,0,0,38757.0,41302.0,39247.0,44412.0,23344.0,22892.0,4300.0,0.0,9076.0,8788.0,1000.0,2000.0,1.0,2,3,209954.0,25164.0,0.11985482534269411,0.322975,0,1,0.8905547,False Positive
280000.0,1,2,1,37,0,0,0,0,0,-1,149227.0,152331.0,153080.0,156000.0,160000.0,40485.0,5505.0,3258.0,3120.0,4000.0,100045.0,10000.0,-0.16666666666666666,0,0,811123.0,125928.0,0.15525142302708714,0.5329535714285715,0,0,0.16993266,True Negative
30000.0,2,2,2,24,0,0,0,0,2,2,20367.0,21882.0,22929.0,25433.0,26228.0,25679.0,2000.0,1696.0,3200.0,1500.0,0.0,4306.0,0.6666666666666666,2,2,142518.0,12702.0,0.08912558413674063,0.6789,0,1,0.59287435,False Positive
50000.0,1,3,1,48,1,-2,-2,-2,-2,-1,6300.0,0.0,0.0,0.0,0.0,5275.0,0.0,0.0,0.0,0.0,5275.0,0.0,-1.3333333333333333,1,1,11575.0,5275.0,0.4557235421166307,0.126,0,1,0.5376401,False Positive
320000.0,2,2,1,41,-2,-2,-2,-2,-2,-2,2555.0,7065.0,648.0,2258.0,722.0,15937.0,7100.0,651.0,2269.0,725.0,16014.0,3088.0,-2.0,-2,0,29185.0,29847.0,1.0226828850436869,0.007984375,0,0,0.19479255,True Negative
20000.0,2,2,1,24,4,3,2,2,2,2,16549.0,16002.0,16047.0,15492.0,16739.0,16320.0,0.0,600.0,0.0,1500.0,0.0,2000.0,2.5,4,6,97149.0,4100.0,0.042203213620315184,0.82745,1,1,0.90304035,True Positive
150000.0,1,2,1,35,2,2,2,2,2,2,144194.0,145889.0,146189.0,146838.0,148754.0,150746.0,6600.0,5300.0,5600.0,5500.0,5700.0,5500.0,2.0,2,6,882610.0,34200.0,0.03874871120880117,0.9612933333333333,1,1,0.8763815,True Positive
10000.0,1,3,2,36,-1,-1,-1,-1,0,0,576.0,3100.0,3629.0,6260.0,5990.0,6520.0,4009.0,4011.0,6260.0,120.0,2000.0,2000.0,-0.6666666666666666,0,0,26075.0,18400.0,0.7056567593480345,0.0576,1,0,0.40367535,False Negative
350000.0,2,3,1,64,0,0,0,0,0,0,30726.0,27639.0,28890.0,31090.0,32265.0,33737.0,3000.0,2000.0,3000.0,2000.0,2000.0,2000.0,0.0,0,0,184347.0,14000.0,0.07594373654032884,0.08778857142857142,0,0,0.15691604,True Negative
70000.0,2,2,1,50,0,0,0,0,0,0,12857.0,13867.0,14897.0,15941.0,16376.0,16959.0,1530.0,1560.0,1600.0,1000.0,1000.0,2400.0,0.0,0,0,90897.0,9090.0,0.10000330043895839,0.18367142857142857,0,0,0.3091772,True Negative
340000.0,2,1,2,36,0,0,0,-1,0,0,91938.0,85927.0,71707.0,92695.0,86244.0,71538.0,3911.0,5104.0,92695.0,3114.0,2613.0,2366.0,-0.16666666666666666,0,0,500049.0,109803.0,0.21958448072088935,0.27040588235294116,0,0,0.103769384,True Negative
380000.0,1,2,1,42,-2,-2,-2,-2,-2,-2,2588.0,38981.0,6267.0,19774.0,12297.0,2700.0,39529.0,6930.0,19873.0,12361.0,2713.0,5291.0,-2.0,-2,0,82607.0,86697.0,1.0495115426053483,0.0068105263157894735,0,0,0.15700068,True Negative
70000.0,2,3,1,53,2,2,2,2,2,2,54251.0,55402.0,53925.0,56814.0,58053.0,59246.0,2600.0,0.0,4400.0,2300.0,2300.0,2100.0,2.0,2,6,337691.0,13700.0,0.04056963318536769,0.7750142857142858,1,1,0.9069619,True Positive
180000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,914.0,907.0,900.0,923.0,922.0,900.0,907.0,900.0,923.0,922.0,900.0,946.0,-1.0,-1,0,5466.0,5498.0,1.0058543724844493,0.005077777777777777,0,0,0.397469,True Negative
10000.0,2,3,1,42,2,0,0,0,0,0,8965.0,8640.0,9412.0,9604.0,9800.0,0.0,1228.0,1000.0,192.0,196.0,0.0,8138.0,0.3333333333333333,2,1,46421.0,10754.0,0.23166239417505008,0.8965,1,1,0.798954,True Positive
80000.0,1,2,2,27,1,2,-1,-1,-1,-1,3751.0,832.0,2696.0,1457.0,990.0,3356.0,2.0,2704.0,1461.0,993.0,3366.0,5012.0,-0.16666666666666666,2,2,13082.0,13538.0,1.0348570554961014,0.0468875,1,1,0.6040239,True Positive
290000.0,2,1,2,30,0,0,0,0,0,-1,288033.0,260683.0,190012.0,36223.0,-4724.0,225276.0,10784.0,10295.0,2082.0,4724.0,230000.0,10000.0,-0.16666666666666666,0,0,995503.0,267885.0,0.2690951207580489,0.9932172413793103,0,0,0.39514896,True Negative
330000.0,2,2,1,27,-2,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,2234.0,0.0,0.0,0.0,0.0,2234.0,1000.0,-1.8333333333333333,-1,0,2234.0,3234.0,1.4476275738585498,0.0,0,0,0.35200027,True Negative
520000.0,1,1,1,55,-1,-1,-1,-1,-1,-1,2292.0,5139.0,8290.0,35024.0,10881.0,7208.0,5227.0,8309.0,35026.0,10883.0,7310.0,4890.0,-1.0,-1,0,68834.0,71645.0,1.0408373768777057,0.004407692307692308,0,0,0.2097752,True Negative
10000.0,1,2,2,23,0,0,2,0,0,2,7886.0,9085.0,7784.0,8547.0,8907.0,6844.0,1500.0,1000.0,1000.0,600.0,200.0,500.0,0.6666666666666666,2,2,49053.0,4800.0,0.09785334230322304,0.7886,1,1,0.7144365,True Positive
60000.0,2,2,1,59,4,4,4,5,4,3,54506.0,56998.0,59111.0,59595.0,58079.0,56892.0,4000.0,3601.0,2000.0,0.0,0.0,0.0,4.0,5,6,345181.0,9601.0,0.027814393028585002,0.9084333333333333,0,1,0.8366733,False Positive
160000.0,2,1,2,30,0,0,0,0,0,0,86454.0,61510.0,62921.0,64274.0,66198.0,68126.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,0,409483.0,18000.0,0.04395786882483522,0.5403375,1,0,0.14871757,False Negative
400000.0,2,3,1,46,-1,-1,2,0,0,-1,260.0,58257.0,42948.0,25962.0,15316.0,6813.0,60064.0,42.0,1202.0,9.0,6813.0,4682.0,-0.16666666666666666,2,1,149556.0,72812.0,0.4868544224237075,0.00065,1,0,0.36855617,False Negative
60000.0,1,2,1,36,0,0,0,0,0,0,37129.0,37593.0,37841.0,38634.0,28811.0,28907.0,1602.0,1989.0,1782.0,1169.0,1196.0,1152.0,0.0,0,0,208915.0,8890.0,0.0425531914893617,0.6188166666666667,1,0,0.334071,False Negative
260000.0,2,1,2,26,0,0,0,0,0,0,238110.0,244368.0,245186.0,254614.0,176211.0,180845.0,10368.0,15186.0,14614.0,7211.0,7850.0,6912.0,0.0,0,0,1339334.0,62141.0,0.046396940568969355,0.9158076923076923,0,0,0.20568094,True Negative
360000.0,2,2,1,30,0,0,0,0,0,0,20992.0,40125.0,44454.0,48382.0,51951.0,55957.0,20000.0,5000.0,5000.0,5000.0,5000.0,3000.0,0.0,0,0,261861.0,43000.0,0.16420925605569367,0.05831111111111111,0,0,0.10913584,True Negative
50000.0,1,3,1,38,1,5,4,3,2,0,51106.0,50059.0,48988.0,47917.0,47020.0,48027.0,0.0,0.0,0.0,0.0,1943.0,1727.0,2.5,5,5,293117.0,3670.0,0.01252059757707673,1.02212,1,1,0.78681487,True Positive
230000.0,1,3,2,31,0,-1,-1,-1,-1,-1,4261.0,25.0,221.0,417.0,613.0,-191.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,-0.8333333333333334,0,0,5346.0,4000.0,0.7482229704451927,0.018526086956521737,0,0,0.36417955,True Negative
30000.0,2,2,1,43,-1,0,0,0,0,0,25166.0,26195.0,27209.0,27924.0,30204.0,30000.0,1437.0,1451.0,1166.0,2900.0,600.0,0.0,-0.16666666666666666,0,0,166698.0,7554.0,0.04531548068963035,0.8388666666666666,0,0,0.4597486,True Negative
390000.0,2,1,2,28,0,0,0,-2,-2,-2,202248.0,205150.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,407398.0,10000.0,0.024546021335401746,0.5185846153846154,0,0,0.19794449,True Negative
180000.0,2,2,2,31,0,0,0,0,0,0,112164.0,50838.0,51753.0,53619.0,53881.0,54760.0,1821.0,2000.0,3000.0,2000.0,2000.0,2100.0,0.0,0,0,377015.0,12921.0,0.03427184594777396,0.6231333333333333,0,0,0.24207836,True Negative
220000.0,1,3,1,30,0,0,0,0,2,0,162105.0,170592.0,173969.0,183030.0,181385.0,174107.0,10000.0,5013.0,10626.0,52.0,5255.0,4222.0,0.3333333333333333,2,1,1045188.0,35168.0,0.03364753518027379,0.736840909090909,1,1,0.5656458,True Positive
150000.0,2,3,1,48,0,0,-1,-1,-1,-1,9730.0,0.0,1366.0,1388.0,3118.0,1148.0,0.0,1366.0,1388.0,3118.0,1148.0,496.0,-0.6666666666666666,0,0,16750.0,7516.0,0.44871641791044775,0.06486666666666667,0,0,0.2919457,True Negative
60000.0,2,3,1,43,2,2,-2,-2,-2,-1,4703.0,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,992.0,14000.0,-0.5,2,2,5695.0,14992.0,2.632484635645303,0.07838333333333333,1,1,0.78191125,True Positive
150000.0,1,2,2,37,0,0,0,0,0,0,71341.0,62432.0,56091.0,58919.0,60363.0,40448.0,4117.0,4002.0,5000.0,1925.0,5316.0,5000.0,0.0,0,0,349594.0,25360.0,0.07254129075441798,0.4756066666666667,0,0,0.14567709,True Negative
110000.0,1,2,1,30,0,0,0,-1,2,2,35283.0,26000.0,9000.0,63853.0,59308.0,60576.0,1500.0,1500.0,63853.0,1500.0,2062.0,0.0,0.5,2,2,254020.0,70415.0,0.27720258247382096,0.32075454545454546,0,1,0.5317162,False Positive
30000.0,1,3,2,45,0,0,0,0,0,0,28185.0,28296.0,23455.0,24179.0,24289.0,24649.0,1377.0,1370.0,1294.0,1015.0,900.0,913.0,0.0,0,0,153053.0,6869.0,0.044879878212122595,0.9395,0,0,0.42459828,True Negative
200000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2,0,0.0,0.0,0.0,0.0,1,1,0.6651817,True Positive
80000.0,1,2,1,28,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,540.0,540.0,540.0,390.0,390.0,540.0,540.0,540.0,390.0,-1.0,-1,0,2790.0,2790.0,1.0,0.004875,1,1,0.5448486,True Positive
270000.0,1,1,1,44,3,3,4,4,4,4,256402.0,264267.0,271951.0,278509.0,283545.0,278436.0,17944.0,18112.0,15405.0,10000.0,0.0,0.0,3.6666666666666665,4,6,1633110.0,61461.0,0.03763432959200544,0.9496370370370371,0,1,0.8221506,False Positive
70000.0,2,3,2,24,0,0,0,0,0,0,69039.0,68609.0,69217.0,69327.0,68582.0,68677.0,3000.0,4000.0,3200.0,3000.0,3000.0,3000.0,0.0,0,0,413451.0,19200.0,0.04643839294136427,0.9862714285714286,0,0,0.31405565,True Negative
180000.0,2,1,1,36,0,0,0,0,0,0,4911.0,6688.0,8432.0,9977.0,10030.0,10836.0,2000.0,2000.0,2000.0,500.0,1100.0,0.0,0.0,0,0,50874.0,7600.0,0.14938868577269332,0.027283333333333333,0,0,0.31698558,True Negative
80000.0,1,2,2,26,0,0,-1,-1,-1,-1,350.0,-40.0,70.0,180.0,-210.0,220.0,0.0,500.0,500.0,0.0,820.0,500.0,-0.6666666666666666,0,0,570.0,2320.0,4.0701754385964914,0.004375,0,0,0.495512,True Negative
60000.0,2,2,2,36,0,0,0,0,0,0,57724.0,56597.0,50766.0,47022.0,31606.0,30820.0,2000.0,5015.0,2000.0,3000.0,1300.0,1500.0,0.0,0,0,274535.0,14815.0,0.053963975449396254,0.9620666666666666,0,0,0.3461614,True Negative
280000.0,2,1,2,23,0,0,0,0,0,0,262579.0,235354.0,199360.0,193888.0,193132.0,188016.0,6453.0,6000.0,5334.0,5397.0,5400.0,5894.0,0.0,0,0,1272329.0,34478.0,0.027098336986738494,0.9377821428571429,0,0,0.37384528,True Negative
80000.0,2,2,2,44,0,0,0,0,-1,-1,22771.0,17047.0,11885.0,8254.0,5144.0,15365.0,1239.0,1435.0,1350.0,5144.0,15365.0,2250.0,-0.3333333333333333,0,0,80466.0,26783.0,0.332848656575448,0.2846375,0,0,0.22605036,True Negative
120000.0,2,2,1,38,2,2,2,2,2,2,63700.0,65069.0,66450.0,67373.0,68186.0,68959.0,3000.0,3000.0,2600.0,2500.0,2000.0,3000.0,2.0,2,6,399737.0,16100.0,0.04027648178677481,0.5308333333333334,1,1,0.92343163,True Positive
30000.0,2,2,1,25,0,0,0,2,2,2,29883.0,27523.0,31010.0,30207.0,31203.0,30554.0,2000.0,4273.0,0.0,2640.0,0.0,1500.0,1.0,2,3,180380.0,10413.0,0.057728129504379645,0.9961,1,1,0.64932007,True Positive
20000.0,1,2,2,27,1,-1,0,0,0,0,0.0,18965.0,20042.0,20115.0,20000.0,16433.0,18965.0,1391.0,1207.0,602.0,707.0,672.0,0.0,1,1,95555.0,23544.0,0.24639213018680342,0.0,0,0,0.37555882,True Negative
20000.0,1,2,2,24,0,0,0,0,0,0,17697.0,18445.0,19382.0,18440.0,18826.0,17311.0,1634.0,1571.0,629.0,652.0,618.0,640.0,0.0,0,0,110101.0,5744.0,0.05217028001562202,0.88485,0,0,0.44237068,True Negative
60000.0,2,2,2,31,1,2,0,0,0,2,20544.0,19921.0,20993.0,21736.0,23172.0,22661.0,0.0,1700.0,1400.0,1800.0,0.0,1800.0,0.8333333333333334,2,3,129027.0,6700.0,0.051927116029978224,0.3424,0,1,0.7222597,False Positive
100000.0,1,1,2,27,0,0,2,2,2,2,36014.0,39321.0,39145.0,39494.0,39896.0,28256.0,4200.0,900.0,1400.0,900.0,6440.0,500.0,1.3333333333333333,2,4,222126.0,14340.0,0.06455795359390616,0.36014,1,1,0.70037234,True Positive
